file,source,proposal,measure,chord,primarySource,primaryFunction,primaryFit,primaryMaterials,availableMaterials,cells,status
"imported-real-book/a-054-Au privave.musicxml","reference","","27","Ab7","Ab mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","Ab-C-Eb-Gb | C->Db | Gb->F | Eb-Gb-Bb-Db | Eb-Gb-Ab-Bb-Db | Gb-Bb-Db-F","primary-material"
"imported-real-book/a-054-Au privave.musicxml","reference","","28","Db","Db major","color","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","Db-F-Ab-C | Eb-G-Bb | G->Ab | Ab-C-Eb","available-nonprimary"
"imported-real-book/a-054-Au privave.musicxml","reference","","28","Ab7","Ab bebop dominant","dominant","aligned","dominante bebop / notas-guia","dominante bebop / notas-guia | dominante natural / notas-guia | ii menor sobre dominante | side slip pentatônico | SubV lídio dominante | eixo diminuto / ii menores | 7 / tríades superiores naturais","Ab-C-Eb-Gb | Gb-G-Ab | C->G | Gb->Bb","primary-material"
"imported-real-book/a-054-Au privave.musicxml","reference","","29","Gm7","G dorian","tonic","caution","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G","primary-material"
"imported-real-book/a-054-Au privave.musicxml","reference","","29","Am7","A dorian","predominant","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","A-C-E-G | A-C-E-F# | B-C-A","primary-material"
"imported-real-book/a-054-Au privave.musicxml","reference","","30","Bbm6","Bb dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","Bb-Db-F-Ab | Bb-Db-F-G | C-Db-Bb","primary-material"
"imported-real-book/a-054-Au privave.musicxml","reference","","30","C7(b9)","C phrygian dominant","color","aligned","","eixo diminuto / ii menores | side slip pentatônico | Células da escala alterada | Arpejos diminutos H/W","G-Bb-D-F | Bb-Db-F-Ab | Db-E-Ab-B | E-G-B-D | G-Bb-C-D-F | F#-A-B-C#-E | Ab-B-Db-Eb-Gb | Db-D#-E | F#-Ab-Bb | E->F | Bb->Ab | C-Eb-E-G | Eb-Gb-G-Bb | Gb-Bbb-Bb-Db | A-C-Db-E","available-nonprimary"
"imported-real-book/a-054-Au privave.musicxml","reference","","31","Fm","F dorian","color","neutral","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","F-Ab-C-Eb | F-Ab-C-D | G-Ab-F","primary-material"
"imported-real-book/a-054-Au privave.musicxml","generated-primary","Rearmonização — contorno da partitura","1","Gm","G dorian","tonic","caution","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G","primary-material"
"imported-real-book/a-054-Au privave.musicxml","generated-primary","Rearmonização — contorno da partitura","1","Am","A dorian","predominant","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","A-C-E-G | A-C-E-F# | B-C-A","primary-material"
"imported-real-book/a-054-Au privave.musicxml","generated-primary","Rearmonização — contorno da partitura","2","Bb","Bb major","color","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","Bb-D-F-A | C-E-G | E->F | F-A-C","available-nonprimary"
"imported-real-book/a-054-Au privave.musicxml","generated-primary","Rearmonização — contorno da partitura","2","C9","C mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","C-E-G-Bb | E->F | Bb->A | G-Bb-D-F | G-Bb-C-D-F | Bb-D-F-A","primary-material"
"imported-real-book/a-054-Au privave.musicxml","generated-primary","Rearmonização — contorno da partitura","3","F6","F major","color","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","F-A-C-E | G-B-D | B->C | C-E-G","available-nonprimary"
"imported-real-book/a-054-Au privave.musicxml","generated-primary","Rearmonização — contorno da partitura","3","Gm","G dorian","tonic","caution","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G","primary-material"
"imported-real-book/a-054-Au privave.musicxml","generated-primary","Rearmonização — contorno da partitura","5","Gm","G dorian","tonic","caution","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G","primary-material"
"imported-real-book/a-054-Au privave.musicxml","generated-primary","Rearmonização — contorno da partitura","5","Am","A dorian","predominant","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","A-C-E-G | A-C-E-F# | B-C-A","primary-material"
"imported-real-book/a-054-Au privave.musicxml","generated-primary","Rearmonização — contorno da partitura","6","Bb","Bb major","color","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","Bb-D-F-A | C-E-G | E->F | F-A-C","available-nonprimary"
"imported-real-book/a-054-Au privave.musicxml","generated-primary","Rearmonização — contorno da partitura","6","C9","C mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","C-E-G-Bb | E->A | Bb->C# | G-Bb-D-F | G-Bb-C-D-F | Bb-D-F-A","primary-material"
"imported-real-book/a-054-Au privave.musicxml","generated-primary","Rearmonização — contorno da partitura","7","Am7b5","A locrian #2","predominant","neutral","iiø lócrio #2","iiø lócrio #2 | ø7 / estruturas superiores","A-C-Eb-G | B-C-A | G->B | C->Eb","primary-material"
"imported-real-book/a-054-Au privave.musicxml","generated-primary","Rearmonização — contorno da partitura","9","Gm","G minor pentatonic","tonic","aligned","","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G | G-Bb-C-D-F | D-F-G-A-C | A-C-D-E-G","available-nonprimary"
"imported-real-book/a-054-Au privave.musicxml","generated-primary","Rearmonização — contorno da partitura","10","Bbm","Bb dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","Bb-Db-F-Ab | Bb-Db-F-G | C-Db-Bb","primary-material"
"imported-real-book/a-054-Au privave.musicxml","generated-primary","Rearmonização — contorno da partitura","10","Eb9","Eb mixolydian","color","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","Eb-G-Bb-Db | Bb-Db-F-Ab | Bb-Db-Eb-F-Ab | Db-F-Ab-C","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","2","Cm7","C dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","C-Eb-G-Bb | C-Eb-G-A | D-Eb-C","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","3","F7","F mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | eixo diminuto / ii menores | 7 / tríades superiores naturais","F-A-C-Eb | A->Bb | Eb->D | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","4","Bb","Bb major","color","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","Bb-D-F-A | C-E-G | E->F | F-A-C","available-nonprimary"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","4","Bm7","B dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","B-D-F#-A | B-D-F#-G# | C#-D-B","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","4","E7","E mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | SubV lídio dominante | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","E-G#-B-D | G#->Eb | D->G | B-D-F#-A | B-D-E-F#-A | D-F#-A-C#","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","5","Eb","Eb major","color","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","Eb-G-Bb-D | F-A-C | A->Bb | Bb-D-F","available-nonprimary"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","5","Bbm7","Bb dorian","color","caution","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","Bb-Db-F-Ab | Bb-Db-F-G | C-Db-Bb","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","5","Eb7","Eb mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | eixo diminuto / ii menores | 7 / tríades superiores naturais","Eb-G-Bb-Db | G->A | Db->C# | Bb-Db-F-Ab | Bb-Db-Eb-F-Ab | Db-F-Ab-C","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","6","Am7(b5)","A locrian #2","predominant","aligned","iiø lócrio #2","iiø lócrio #2 | ø7 / estruturas superiores","A-C-Eb-G | B-C-A | G->F# | C->Bb","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","7","D7","D mixolydian","dominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | eixo diminuto / ii menores | 7 / tríades superiores naturais","D-F#-A-C | F#->G | C->Bb | A-C-E-G | A-C-D-E-G | C-E-G-B","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","8","Gm","G minor pentatonic","tonic","aligned","","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G | G-Bb-C-D-F | D-F-G-A-C | A-C-D-E-G","available-nonprimary"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","10","D7","D mixolydian","dominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","D-F#-A-C | F#->G | C->Bb | A-C-E-G | A-C-D-E-G | C-E-G-B","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","11","Gm","G dorian","tonic","neutral","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","13","Am7(b5)","A locrian #2","predominant","aligned","iiø lócrio #2","iiø lócrio #2 | ø7 / estruturas superiores","A-C-Eb-G | B-C-A | G->F# | C->Bb","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","14","D7(b9)","D phrygian dominant","dominant","aligned","","eixo diminuto / ii menores | side slip pentatônico | Arpejos diminutos H/W | Células da escala alterada","A-C-E-G | C-Eb-G-Bb | Eb-Gb-Bb-Db | F#-A-C#-E | A-C-D-E-G | G#-B-C#-D#-F# | Bb-Db-Eb-F-Ab | D-F-F#-A | F-Ab-A-C | Ab-Cb-C-Eb | B-D-Eb-F# | Eb-F-F# | G#-Bb-C | F#->G | C->Bb","available-nonprimary"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","15","Gm","G minor pentatonic","tonic","aligned","","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G | G-Bb-C-D-F | D-F-G-A-C | A-C-D-E-G","available-nonprimary"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","17","Cm7","C dorian","color","neutral","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","C-Eb-G-Bb | C-Eb-G-A | D-Eb-C","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","18","F7","F mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","F-A-C-Eb | A->Bb | Eb->D | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","19","Bb","Bb major","color","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","Bb-D-F-A | C-E-G | E->F | F-A-C","available-nonprimary"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","19","Bm7","B dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","B-D-F#-A | B-D-F#-G# | C#-D-B","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","19","E7","E mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | eixo diminuto / ii menores | 7 / tríades superiores naturais","E-G#-B-D | G#->A | D->C# | B-D-F#-A | B-D-E-F#-A | D-F#-A-C#","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","21","Am7(b5)","A locrian #2","predominant","aligned","iiø lócrio #2","iiø lócrio #2 | ø7 / estruturas superiores","A-C-Eb-G | B-C-A | G->F# | C->Bb","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","22","D7(b9)","D phrygian dominant","dominant","neutral","","eixo diminuto / ii menores | side slip pentatônico | Arpejos diminutos H/W | Células da escala alterada","A-C-E-G | C-Eb-G-Bb | Eb-Gb-Bb-Db | F#-A-C#-E | A-C-D-E-G | G#-B-C#-D#-F# | Bb-Db-Eb-F-Ab | D-F-F#-A | F-Ab-A-C | Ab-Cb-C-Eb | B-D-Eb-F# | Eb-F-F# | G#-Bb-C | F#->G | C->Bb","available-nonprimary"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","23","Gm7","G dorian","tonic","neutral","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","23","C9","C mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","C-E-G-Bb | E->D | Bb->F# | G-Bb-D-F | G-Bb-C-D-F | Bb-D-F-A","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","23","D7/F#","D altered","dominant","neutral","","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","D-F#-A-C | F#->F | C->Ab | A-C-E-G | A-C-D-E-G | C-E-G-B | C-C#-D | G#-B-C#-D#-F# | Bb-Db-Eb-F-Ab | A-C-E | C-E-G | E-G-B | C-Eb-G-Bb | Eb-Gb-Bb-Db | F#-A-C#-E","available-nonprimary"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","24","Fm7","F dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","F-Ab-C-Eb | F-Ab-C-D | G-Ab-F","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","24","Bb7","Bb mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","Bb-D-F-Ab | D->Eb | Ab->G | F-Ab-C-Eb | F-Ab-Bb-C-Eb | Ab-C-Eb-G","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","25","Eb","Eb major","color","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","Eb-G-Bb-D | F-A-C | A->Bb | Bb-D-F","available-nonprimary"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","25","Am7(b5)","A locrian","predominant","aligned","","iiø lócrio #2 | ø7 / estruturas superiores","A-C-Eb-G | B-C-A | G->C# | C->F | B-D-F-A | C-Eb-G-B","available-nonprimary"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","26","Am7(b5)","A locrian","predominant","aligned","","iiø lócrio #2 | ø7 / estruturas superiores","A-C-Eb-G | B-C-A | G->F# | C->Bb | B-D-F-A | C-Eb-G-B","available-nonprimary"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","26","D7","D mixolydian","dominant","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","D-F#-A-C | A-C-E-G | A-C-D-E-G | C-E-G-B","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","26","D7(#5)","D whole tone","color","caution","tons inteiros / aumentado","tons inteiros / aumentado | ciclo aumentado / tons inteiros","D-F#-A# | D-E-F#-A#","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","27","Gm","G dorian","tonic","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","reference","","28","G7","G mixolydian","tonic","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","G-B-D-F | D-F-A-C | D-F-G-A-C | F-A-C-E","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","generated-primary","Rearmonização — contorno da partitura","2","Cm","C dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","C-Eb-G-Bb | C-Eb-G-A | D-Eb-C","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","generated-primary","Rearmonização — contorno da partitura","3","F9","F mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | eixo diminuto / ii menores | 7 / tríades superiores naturais","F-A-C-Eb | A->Bb | Eb->D | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","generated-primary","Rearmonização — contorno da partitura","4","Bb6","Bb major","color","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","Bb-D-F-A | C-E-G | E->F | F-A-C","available-nonprimary"
"imported-real-book/a-055-Autumn in New York.musicxml","generated-primary","Rearmonização — contorno da partitura","4","Bm","B dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","B-D-F#-A | B-D-F#-G# | C#-D-B","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","generated-primary","Rearmonização — contorno da partitura","4","E9","E mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | SubV lídio dominante | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","E-G#-B-D | G#->Eb | D->G | B-D-F#-A | B-D-E-F#-A | D-F#-A-C#","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","generated-primary","Rearmonização — contorno da partitura","5","Ebmaj7","Eb major","color","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","Eb-G-Bb-D | F-A-C | A->Bb | Bb-D-F","available-nonprimary"
"imported-real-book/a-055-Autumn in New York.musicxml","generated-primary","Rearmonização — contorno da partitura","5","Bbm","Bb dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","Bb-Db-F-Ab | Bb-Db-F-G | C-Db-Bb","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","generated-primary","Rearmonização — contorno da partitura","5","Eb9","Eb mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | eixo diminuto / ii menores | 7 / tríades superiores naturais","Eb-G-Bb-Db | G->A | Db->C# | Bb-Db-F-Ab | Bb-Db-Eb-F-Ab | Db-F-Ab-C","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","generated-primary","Rearmonização — contorno da partitura","6","Am7b5","A locrian #2","predominant","aligned","iiø lócrio #2","iiø lócrio #2 | ø7 / estruturas superiores","A-C-Eb-G | B-C-A | G->F# | C->Bb","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","generated-primary","Rearmonização — contorno da partitura","7","D9","D mixolydian","dominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | eixo diminuto / ii menores | 7 / tríades superiores naturais","D-F#-A-C | F#->G | C->Bb | A-C-E-G | A-C-D-E-G | C-E-G-B","primary-material"
"imported-real-book/a-055-Autumn in New York.musicxml","generated-primary","Rearmonização — contorno da partitura","8","Gm7","G dorian","tonic","neutral","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G","primary-material"
"imported-real-book/a-056-Autumn leaves.musicxml","reference","","2","Cm7","C dorian","predominant","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","C-Eb-G-Bb | C-Eb-G-A | D-Eb-C","primary-material"
"imported-real-book/a-056-Autumn leaves.musicxml","reference","","4","F7","F mixolydian","dominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","F-A-C-Eb | A->Bb | Eb->D | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
"imported-real-book/a-056-Autumn leaves.musicxml","reference","","6","Bb","Bb major","tonic","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","Bb-D-F-A | C-E-G | E->F | F-A-C","available-nonprimary"
"imported-real-book/a-056-Autumn leaves.musicxml","reference","","8","Bb","Bb major","tonic","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","Bb-D-F-A | C-E-G | E->F | F-A-C","available-nonprimary"
"imported-real-book/a-056-Autumn leaves.musicxml","reference","","10","F7","F mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","F-A-C-Eb | A->C | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
"imported-real-book/a-056-Autumn leaves.musicxml","reference","","12","Cm7","C dorian","predominant","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","C-Eb-G-Bb | C-Eb-G-A | D-Eb-C","primary-material"
"imported-real-book/a-056-Autumn leaves.musicxml","reference","","13","F7","F mixolydian","dominant","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","F-A-C-Eb | A->Bb | Eb->D | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
"imported-real-book/a-056-Autumn leaves.musicxml","reference","","14","Bb","Bb major","tonic","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","Bb-D-F-A | C-E-G | E->F | F-A-C","available-nonprimary"
"imported-real-book/a-056-Autumn leaves.musicxml","reference","","18","Dm7","D dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","D-F-A-C | D-F-A-B | E-F-D","primary-material"
"imported-real-book/a-056-Autumn leaves.musicxml","reference","","20","G7","G mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","G-B-D-F | B->C | F->Eb | D-F-A-C | D-F-G-A-C | F-A-C-E","primary-material"
"imported-real-book/a-056-Autumn leaves.musicxml","reference","","22","Cm7","C dorian","predominant","neutral","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","C-Eb-G-Bb | C-Eb-G-A | D-Eb-C","primary-material"
"imported-real-book/a-056-Autumn leaves.musicxml","reference","","24","Ebm6","Eb dorian","predominant","neutral","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","Eb-Gb-Bb-Db | Eb-Gb-Bb-C | F-Gb-Eb","primary-material"
"imported-real-book/a-056-Autumn leaves.musicxml","reference","","25","F7","F mixolydian","dominant","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","F-A-C-Eb | A->Bb | Eb->D | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
"imported-real-book/a-056-Autumn leaves.musicxml","reference","","26","Bb","Bb major","tonic","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","Bb-D-F-A | C-E-G | E->F | F-A-C","available-nonprimary"
"imported-real-book/a-056-Autumn leaves.musicxml","reference","","28","G7","G mixolydian","color","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","G-B-D-F | B->C | F->Eb | D-F-A-C | D-F-G-A-C | F-A-C-E","primary-material"
"imported-real-book/a-056-Autumn leaves.musicxml","reference","","30","Cm7","C dorian","predominant","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","C-Eb-G-Bb | C-Eb-G-A | D-Eb-C","primary-material"
"imported-real-book/a-056-Autumn leaves.musicxml","reference","","31","F7","F mixolydian","dominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","F-A-C-Eb | A->Bb | Eb->D | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
"imported-real-book/a-056-Autumn leaves.musicxml","reference","","32","Bb","Bb major","tonic","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","Bb-D-F-A | C-E-G | E->F | F-A-C","available-nonprimary"
"imported-real-book/a-056-Autumn leaves.musicxml","generated-primary","Rearmonização — contorno da partitura","2","Cm","C dorian","predominant","neutral","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","C-Eb-G-Bb | C-Eb-G-A | D-Eb-C","primary-material"
"imported-real-book/a-056-Autumn leaves.musicxml","generated-primary","Rearmonização — contorno da partitura","4","F13","F mixolydian","dominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","F-A-C-Eb | A->Bb | Eb->D | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
"imported-real-book/a-056-Autumn leaves.musicxml","generated-primary","Rearmonização — contorno da partitura","6","Bb6","Bb major","tonic","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","Bb-D-F-A | C-E-G | E->F | F-A-C","available-nonprimary"
"imported-real-book/a-056-Autumn leaves.musicxml","generated-primary","Rearmonização — contorno da partitura","8","Bb6","Bb major","tonic","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","Bb-D-F-A | C-E-G | E->F | F-A-C","available-nonprimary"
