file,source,proposal,measure,chord,primarySource,primaryFunction,primaryFit,primaryMaterials,availableMaterials,cells,status
"Ain't misbehavin.musicxml","reference","","9","Eb6","Eb major","tonic","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","Eb-G-Bb-D | F-A-C | A->Bb | Bb-D-F","available-nonprimary"
"Ain't misbehavin.musicxml","reference","","9","Ab6","Ab major","predominant","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","Ab-C-Eb-G | Bb-D-F | D->Eb | Eb-G-Bb","available-nonprimary"
"Ain't misbehavin.musicxml","reference","","9","Abm6","Ab dorian","predominant","neutral","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","Ab-B-Eb-Gb | Ab-B-Eb-F | Bb-B-Ab","primary-material"
"Ain't misbehavin.musicxml","reference","","10","D7(b9)","D phrygian dominant","color","neutral","","Células da escala alterada | Arpejos diminutos H/W | eixo diminuto / ii menores | side slip pentatônico","Eb-F-F# | G#-Bb-C | F#->G | C->B | D-F-F#-A | F-Ab-A-C | Ab-Cb-C-Eb | B-D-Eb-F# | A-C-E-G | C-Eb-G-Bb | Eb-Gb-Bb-Db | F#-A-C#-E | A-C-D-E-G | G#-B-C#-D#-F# | Bb-Db-Eb-F-Ab","available-nonprimary"
"Ain't misbehavin.musicxml","reference","","10","G7(#5)","G whole tone","color","caution","tons inteiros / aumentado","tons inteiros / aumentado | ciclo aumentado / tons inteiros","G-B-D# | G-A-B-D#","primary-material"
"Ain't misbehavin.musicxml","reference","","11","Cm7","C dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","C-Eb-G-Bb | C-Eb-G-A | D-Eb-C","primary-material"
"Ain't misbehavin.musicxml","reference","","12","Ab7","Ab mixolydian","predominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","Ab-C-Eb-Gb | C->F | Gb->A | Eb-Gb-Bb-Db | Eb-Gb-Ab-Bb-Db | Gb-Bb-Db-F","primary-material"
"Ain't misbehavin.musicxml","reference","","13","F7","F mixolydian","predominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","F-A-C-Eb | A->C | Eb->E | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
"Ain't misbehavin.musicxml","reference","","14","C7","C mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","C-E-G-Bb | E->F | Bb->A | G-Bb-D-F | G-Bb-C-D-F | Bb-D-F-A","primary-material"
"Ain't misbehavin.musicxml","reference","","15","F6","F major","predominant","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","F-A-C-E | G-B-D | B->C | C-E-G","available-nonprimary"
"Ain't misbehavin.musicxml","reference","","15","G7","G mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","G-B-D-F | B->F | F->A | D-F-A-C | D-F-G-A-C | F-A-C-E","primary-material"
"Ain't misbehavin.musicxml","reference","","15","F°","F half-whole diminished","predominant","neutral","Arpejos diminutos H/W","Arpejos diminutos H/W","F-Ab-A-C | Ab-Cb-C-Eb | Cb-Ebb-Eb-Gb | D-F-Gb-A","primary-material"
"Ain't misbehavin.musicxml","reference","","16","Cm11","C dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","C-Eb-G-Bb | C-Eb-G-A | D-Eb-C","primary-material"
"Ain't misbehavin.musicxml","reference","","16","F13","F mixolydian","predominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","F-A-C-Eb | A->G | Eb->B | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
"Ain't misbehavin.musicxml","reference","","17","G7(#9)","G half-whole diminished","color","neutral","Arpejos diminutos H/W","Arpejos diminutos H/W | side slip pentatônico | Células da escala alterada | eixo diminuto / ii menores","G-Bb-B-D | Bb-Db-D-F | Db-Fb-F-Ab | E-G-Ab-B","primary-material"
"Ain't misbehavin.musicxml","reference","","17","C7","C mixolydian","color","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","C-E-G-Bb | E->F | Bb->A | G-Bb-D-F | G-Bb-C-D-F | Bb-D-F-A","primary-material"
"Ain't misbehavin.musicxml","reference","","18","F13","F mixolydian","predominant","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","F-A-C-Eb | A->Bb | Eb->D | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
"Ain't misbehavin.musicxml","reference","","18","Bb7","Bb mixolydian","dominant","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","Bb-D-F-Ab | D->Eb | Ab->G | F-Ab-C-Eb | F-Ab-Bb-C-Eb | Ab-C-Eb-G","primary-material"
"Ain't misbehavin.musicxml","reference","","19","Eb6","Eb major","tonic","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","Eb-G-Bb-D | F-A-C | A->Bb | Bb-D-F","available-nonprimary"
"Ain't misbehavin.musicxml","reference","","19","E°","E half-whole diminished","color","caution","Arpejos diminutos H/W","Arpejos diminutos H/W","E-G-G#-B | G-Bb-B-D | Bb-Db-D-F | C#-E-F-G#","primary-material"
"Ain't misbehavin.musicxml","reference","","20","Fm7","F dorian","predominant","neutral","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","F-Ab-C-Eb | F-Ab-C-D | G-Ab-F","primary-material"
"Ain't misbehavin.musicxml","reference","","20","F#°","F# half-whole diminished","color","neutral","Arpejos diminutos H/W","Arpejos diminutos H/W","F#-A-A#-C# | A-C-C#-E | C-Eb-E-G | D#-F#-G-A#","primary-material"
"Ain't misbehavin.musicxml","reference","","21","Eb/G","Eb major","tonic","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","Eb-G-Bb-D | F-A-C | A->Bb | Bb-D-F","available-nonprimary"
"Ain't misbehavin.musicxml","reference","","21","G7(#5)","G whole tone","color","caution","tons inteiros / aumentado","tons inteiros / aumentado | ciclo aumentado / tons inteiros","G-B-D# | G-A-B-D#","primary-material"
"Ain't misbehavin.musicxml","reference","","22","Ab6","Ab major","predominant","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","Ab-C-Eb-G | Bb-D-F | D->Eb | Eb-G-Bb","available-nonprimary"
"Ain't misbehavin.musicxml","reference","","22","Abm6","Ab dorian","predominant","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","Ab-B-Eb-Gb | Ab-B-Eb-F | Bb-B-Ab","primary-material"
"Ain't misbehavin.musicxml","reference","","23","Eb6/G","Eb major","tonic","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","Eb-G-Bb-D | F-A-C | A->Bb | Bb-D-F","available-nonprimary"
"Ain't misbehavin.musicxml","reference","","23","C7(b9)","C phrygian dominant","color","aligned","","Células da escala alterada | Arpejos diminutos H/W | eixo diminuto / ii menores | side slip pentatônico","Db-D#-E | F#-Ab-Bb | E->F | Bb->Ab | C-Eb-E-G | Eb-Gb-G-Bb | Gb-Bbb-Bb-Db | A-C-Db-E | G-Bb-D-F | Bb-Db-F-Ab | Db-E-Ab-B | E-G-B-D | G-Bb-C-D-F | F#-A-B-C#-E | Ab-B-Db-Eb-Gb","available-nonprimary"
"Ain't misbehavin.musicxml","reference","","24","Fm7","F dorian","predominant","neutral","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","F-Ab-C-Eb | F-Ab-C-D | G-Ab-F","primary-material"
"Ain't misbehavin.musicxml","reference","","24","Bb7","Bb mixolydian","dominant","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","Bb-D-F-Ab | D->Eb | Ab->G | F-Ab-C-Eb | F-Ab-Bb-C-Eb | Ab-C-Eb-G","primary-material"
"Ain't misbehavin.musicxml","reference","","25","Eb6/9","Eb major","tonic","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","Eb-G-Bb-D | F-A-C | A->Bb | Bb-D-F","available-nonprimary"
"Ain't misbehavin.musicxml","reference","","25","Cm7","C dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","C-Eb-G-Bb | C-Eb-G-A | D-Eb-C","primary-material"
"Ain't misbehavin.musicxml","reference","","26","Fm7","F dorian","predominant","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","F-Ab-C-Eb | F-Ab-C-D | G-Ab-F","primary-material"
"Ain't misbehavin.musicxml","reference","","26","Bb7","Bb mixolydian","color","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","Bb-D-F-Ab | F-Ab-C-Eb | F-Ab-Bb-C-Eb | Ab-C-Eb-G","primary-material"
"Ain't misbehavin.musicxml","generated-primary","Rearmonização — contorno da partitura","1","Eb","Eb major","color","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","Eb-G-Bb-D | F-A-C | A->Bb | Bb-D-F","available-nonprimary"
"Ain't misbehavin.musicxml","generated-primary","Rearmonização — contorno da partitura","1","Edim","E half-whole diminished","color","caution","Arpejos diminutos H/W","Arpejos diminutos H/W","E-G-G#-B | G-Bb-B-D | Bb-Db-D-F | C#-E-F-G#","primary-material"
"Ain't misbehavin.musicxml","generated-primary","Rearmonização — contorno da partitura","2","Fm","F dorian","tonic","caution","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","F-Ab-C-Eb | F-Ab-C-D | G-Ab-F","primary-material"
"Ain't misbehavin.musicxml","generated-primary","Rearmonização — contorno da partitura","2","F#dim","F# half-whole diminished","color","caution","Arpejos diminutos H/W","Arpejos diminutos H/W","F#-A-A#-C# | A-C-C#-E | C-Eb-E-G | D#-F#-G-A#","primary-material"
"Ain't misbehavin.musicxml","generated-primary","Rearmonização — contorno da partitura","3","Eb6/G","Eb major","color","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","Eb-G-Bb-D | F-A-C | A->Bb | Bb-D-F","available-nonprimary"
"Ain't misbehavin.musicxml","generated-primary","Rearmonização — contorno da partitura","3","G6","G major","predominant","caution","","maj7 lídio / tríade do II | maj / tríades superiores","G-B-D-F# | A-C#-E | C#->D | D-F#-A","available-nonprimary"
"Ain't misbehavin.musicxml","generated-primary","Rearmonização — contorno da partitura","4","Ab","Ab major","modal","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","Ab-C-Eb-G | Bb-D-F | D->Eb | Eb-G-Bb","available-nonprimary"
"Ain't misbehavin.musicxml","generated-primary","Rearmonização — contorno da partitura","4","Abm","Ab dorian","color","caution","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","Ab-B-Eb-Gb | Ab-B-Eb-F | Bb-B-Ab","primary-material"
"Ain't misbehavin.musicxml","generated-primary","Rearmonização — contorno da partitura","5","Eb/G","Eb major","color","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","Eb-G-Bb-D | F-A-C | A->Bb | Bb-D-F","available-nonprimary"
"Ain't misbehavin.musicxml","generated-primary","Rearmonização — contorno da partitura","5","C7(b9)","C side slip pentatonico","dominant","aligned","side slip pentatônico","side slip pentatônico | eixo diminuto / ii menores | Arpejos diminutos H/W | Células da escala alterada","G-Bb-C-D-F | F#-A-B-C#-E | Ab-B-Db-Eb-Gb","primary-material"
"Ain't misbehavin.musicxml","generated-primary","Rearmonização — contorno da partitura","6","Fm","F minor pentatonic","tonic","aligned","","m7 dórico / 6 | pilha pentatônica dórica","F-Ab-C-Eb | F-Ab-C-D | G-Ab-F | F-Ab-Bb-C-Eb | C-Eb-F-G-Bb | G-Bb-C-D-F","available-nonprimary"
"Ain't misbehavin.musicxml","generated-primary","Rearmonização — contorno da partitura","6","Bb9","Bb mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","Bb-D-F-Ab | D->G | Ab->B | F-Ab-C-Eb | F-Ab-Bb-C-Eb | Ab-C-Eb-G","primary-material"
"Ain't misbehavin.musicxml","generated-primary","Rearmonização — contorno da partitura","7","G13","G mixolydian","predominant","caution","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","G-B-D-F | B->C | F->E | D-F-A-C | D-F-G-A-C | F-A-C-E","primary-material"
"Ain't misbehavin.musicxml","generated-primary","Rearmonização — contorno da partitura","7","C9","C mixolydian","dominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","C-E-G-Bb | E->F | Bb->A | G-Bb-D-F | G-Bb-C-D-F | Bb-D-F-A","primary-material"
"Ain't misbehavin.musicxml","generated-primary","Rearmonização — contorno da partitura","8","F13","F mixolydian","tonic","caution","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","F-A-C-Eb | A->Bb | Eb->D | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
"Ain't misbehavin.musicxml","generated-primary","Rearmonização — contorno da partitura","8","Bb9","Bb mixolydian","color","caution","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","Bb-D-F-Ab | F-Ab-C-Eb | F-Ab-Bb-C-Eb | Ab-C-Eb-G","primary-material"
"Air mail special.musicxml","reference","","2","Ab6","Ab major","tonic","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","Ab-C-Eb-G | Bb-D-F | D->Eb | Eb-G-Bb","available-nonprimary"
"Air mail special.musicxml","reference","","2","Fm7","F dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","F-Ab-C-Eb | F-Ab-C-D | G-Ab-F","primary-material"
"Air mail special.musicxml","reference","","3","Bbm7","Bb dorian","predominant","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","Bb-Db-F-Ab | Bb-Db-F-G | C-Db-Bb","primary-material"
"Air mail special.musicxml","reference","","3","Eb7","Eb mixolydian","dominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","Eb-G-Bb-Db | G->Ab | Db->C | Bb-Db-F-Ab | Bb-Db-Eb-F-Ab | Db-F-Ab-C","primary-material"
"Air mail special.musicxml","reference","","4","Ab6","Ab major","tonic","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","Ab-C-Eb-G | Bb-D-F | D->Eb | Eb-G-Bb","available-nonprimary"
"Air mail special.musicxml","reference","","4","Fm7","F dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","F-Ab-C-Eb | F-Ab-C-D | G-Ab-F","primary-material"
"Air mail special.musicxml","reference","","5","Bbm7","Bb dorian","predominant","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","Bb-Db-F-Ab | Bb-Db-F-G | C-Db-Bb","primary-material"
"Air mail special.musicxml","reference","","5","Eb7","Eb mixolydian","dominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","Eb-G-Bb-Db | G->Ab | Db->C | Bb-Db-F-Ab | Bb-Db-Eb-F-Ab | Db-F-Ab-C","primary-material"
